,맥주정보,검색이름,맥주이름
0,"mkcmagico(905)
🇭🇺Mezokövesd, Hungary
2.0January 2, 2021
0.5 bottle. Klasszikus világos arany láger szín, vékonyka fehér hab. Elég finom, zöldfüves, gyantás illat is érződik, pici malátásság mellett. Közepesen szénsavas, kicsit vizes és…
Show more
BOTTLE
Aroma
3
Appearance
1
Flavor
5
Mouthfeel
3
Overall
8",Kaiser,Kaiser Fasstyp
1,"SonOfAnarchy(958)
🇸🇭St Helena
3.5September 21, 2020
Tap. Pours clear golden, rich, long-lasting, thick white head. Aroma of malt and sharp notes of grassy and herbal hops. Taste is semi-dry, average bitterness. Flavor is quite simple,…
Show more
TAP
Aroma
7
Appearance
5
Flavor
7
Mouthfeel
4
Overall
12",Kaiser,Kaiser Fasstyp
2,"pcvpcvpcv(100)
2.1August 1, 2020
Svetlejsi zlatava barva, malo peny. Vune sladova, vyvareny chmel. Chut nasladla, malo horka. Suchy konec as advertised. Nadprumerne bublinek. Europivo, nic zajimaveho.
BOTTLE
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Kaiser,Kaiser Fasstyp
3,"ametras(2,797)
🇨🇦Gatineau, Canada
2.9June 20, 2020
500ml can. Clear bright gold, effervescent bubbles and a foamy white head. Flavors are bready cereals, apple and grass with mineral notes. Light body, moderate to good…
Show more
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Kaiser,Kaiser Fasstyp
4,"guinnessdaniel(44)
3.1May 5, 2020
Hay yellow, thick white foam that lingers strongly. Very lightly carbonated.
Smell of hay, fruit, malt, bread/yeast as well as grass and…
Show more
CAN
Aroma
8
Appearance
4
Flavor
6
Mouthfeel
3
Overall
10",Kaiser,Kaiser Fasstyp
5,"borowik(1,071)
🇵🇱Bytom, Poland
3.0March 22, 2020
Nalewa się klarowne z bujną czapą piany. W aromacie zbożowo, nieco kwiatowo. W smaku żelaziste, ale ciupkę, goryczka jest w typie niemieckiego pilsa, ale i tak całkiem…
Show more
BOTTLE
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
12",Kaiser,Kaiser Fasstyp
6,"txspartan(1,230)
🇧🇪Wilrijk, Belgium
2.3October 28, 2019
Head disappears quickly. Hardly any aromas. Mouldy malty flavours. Velvety texture. Some sugars.
Aroma
5
Appearance
2
Flavor
4
Mouthfeel
3
Overall
9",Kaiser,Kaiser Fasstyp
7,"CiderChamp44(352)
🇭🇺Kaposvár, Hungary
2.5August 19, 2019
Golden color, wit ha little long lasting foam. Malty aroma, mildly sweet taste, with a slightly bitter aftertaste. Average märzen beer.
CAN
Aroma
4
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",Kaiser,Kaiser Fasstyp
8,"beeraholic29(402)
🇸🇰Dunajská Streda, Slovakia
2.6June 6, 2019
Szalmasárga színvilág, nagyon szép hosszan tartó habkoronával megfejelve. Igazán kellemes látvány. Az illat már nem annyira különleges, csak enyhén édes, malátás eg…
Show more
CAN
Aroma
5
Appearance
4
Flavor
5
Mouthfeel
2
Overall
10",Kaiser,Kaiser Fasstyp
9,"Goldbarren(3,666)
🇦🇹Vienna, Austria
1.8June 4, 2019
Das Kaiser ist jenes Bier, das auf Zeltfesten ausgeschenkt wird, wenn der Veranstalter keine Ahnung von Bier oder Geld hat. Im Großhandel so ziemlich das Billigste in Österreich,…
Show more
TAP
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
2
Overall
7",Kaiser,Kaiser Fasstyp
10,"YeastMonger30(3)
2.9May 31, 2019
500 mil can supermarket 
Thin head dissipates fast 
Semi sweet aroma and taste no finish to speak…
Show more
Aroma
5
Appearance
2
Flavor
6
Mouthfeel
4
Overall
12",Kaiser,Kaiser Fasstyp
11,"sjorsvdg(901)
🇳🇱Netherlands
3.2October 18, 2018
Prima Märzen, met gist in de neus en in de mond. Mooi kruidig en licht hoppig. Neigt naar pilsener. Viskeus en wat plakkerig in de mond. Drinkt goed door. Mooie goudgele…
Show more
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
4
Overall
13",Kaiser,Kaiser Fasstyp
12,"Amartins24(153)
2.5August 8, 2018
Ein ganz mittelmässiges Bier, das sowohl für den Genuss, wie auch für eine Party ok wäre... 4.5…
Show more
Aroma
4
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",Kaiser,Kaiser Fasstyp
13,"Bijl(1,430)
🇳🇱Netherlands
2.7August 2, 2018
Goudgeel, volle witte schuimkraag, helder, redelijk koolzuur.
Aroma: Pilsmout, iets spicy hops... de smaak volgt met een redelijke bitter. Redelijk standaard pils. Smaak best ok hoor.
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",Kaiser,Kaiser Fasstyp
