,맥주정보,검색이름,맥주이름
0,"DraftSensei110(497)
2.4November 28, 2020
Dorada, con un cordón de espuma de poca retención. Cuerpo ligero y baja carbonatación. Aroma a cereal. Es boca es ligeramente dulce con notas de miel.
BOTTLE
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
2
Overall
10",LECH,Lech Premium
1,"drmet(1,409)
🇩🇪Germany
3.3November 5, 2020
L:
-pours a clear golden with a medium,foamy,white head
-medium to high carbonation visible…
Show more
Aroma
6
Appearance
5
Flavor
6
Mouthfeel
4
Overall
12",LECH,Lech Premium
2,"Raistlin(1,309)
🇨🇦London, Canada
3.0November 2, 2020
Pours clear yellow color with average white head. Aroma of grains. Taste of sweet malt, grains bit of grass and corn with dry finish. Light to medium body with average carbonation.
CAN
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
3
Overall
13",LECH,Lech Premium
3,"BarleyTeam16(116)
4.0October 12, 2020
Goldene Farbe. Geruch nach milden Hopfen. Erfrischend prickelnd. Ein leicht malziger Geschmack, der mit dem Hopfen zusammen sehr gut ausgewogen ist.
BOTTLE
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",LECH,Lech Premium
4,"Johnsense(2,198)
1.9September 10, 2020
Clear gold pour, thick head that fades out fast.  Aroma of cereals sweet malts.  Very low bitterness, grassy, fairly sweet, corn.  Light watery body, fairly carbonated.  Too sweet for…
Show more
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
2
Overall
8",LECH,Lech Premium
5,"pawcix(11)
1.2August 11, 2020
Najgorsze piwko z tych najzwyklejszych. Smak na początku jeszcze sie broni ale potem ten kartonowy posmak niestety tragiczny. Piana opada w sekundę, barwa porażająco jasna.
Aroma
1
Appearance
2
Flavor
4
Mouthfeel
1
Overall
4",LECH,Lech Premium
6,"stantheman(1,866)
🇨🇦Canada
1.9July 27, 2020
A tall can from BC Liquor in the Burnaby Heights neighborhood of Greater Vancouver.…
Show more
CAN
Aroma
2
Appearance
4
Flavor
3
Mouthfeel
3
Overall
7",LECH,Lech Premium
7,"lucyfer(391)
🇵🇱Poland
2.2June 14, 2020
Bardzo słaby aromat słodowy, lekko kukurydziany.
Smak półwytrawny, pusty, nijaki, słodowy z (ponownie) nutką kukurydzy.…
Show more
Aroma
4
Appearance
3
Flavor
3
Mouthfeel
2
Overall
10",LECH,Lech Premium
8,"AndySnow(11,467)
🇸🇪Huddinge, Sweden
1.9January 9, 2020
How: Bottle.

Where: Systembolaget.…
Show more
BOTTLE
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
2
Overall
8",LECH,Lech Premium
9,"BeerForever54(17)
2.6December 23, 2019
Sporo było wypitego piwa swojego czasu. historyczna opinia i ocena z pamięci.
BOTTLE
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
3
Overall
11",LECH,Lech Premium
10,"ophone(1,379)
🇱🇺Luxembourg
3.6December 5, 2019
Golden clear with a thin head.
Grainy, syrupy smell. Pronounced malty taste for this type of beer with nice hoppy twist at the end of the sip. Medium…
Show more
BOTTLE
Aroma
7
Appearance
2
Flavor
8
Mouthfeel
4
Overall
15",LECH,Lech Premium
11,"Miły(584)
🇵🇱Kielce, Poland
0.9October 27, 2019
Blind test - 25 koncerniaków.
Wygląd: Barwa jasnozłota, klarowna. Piana biała, niska, zbudowana z drobnych i średnich oczek, szybko redukuje si…
Show more
BOTTLE
Aroma
1
Appearance
1
Flavor
2
Mouthfeel
1
Overall
4",LECH,Lech Premium
12,"dekris(846)
🇵🇱Olkusz, Poland
1.5March 4, 2020
Uzupełnienie ocen piwnych bez opisu z uwagi na przeniesienie z papierowych zapisków.
BOTTLE
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
2
Overall
5",LECH,Lech Premium
13,"ostatnidzieciol(1,460)
1.7August 21, 2019
Złociste, klarowne, piana dobra jak na koncernowego lagera, jako tako się trzyma, zostawia trochę lacingu. Aromat i smak słodowy, słodki, z lekkim dmsem. Pod koniec, po ogrzaniu…
Show more
Aroma
2
Appearance
4
Flavor
3
Mouthfeel
2
Overall
6",LECH,Lech Premium
14,"shuvar(617)
🇵🇱Poznań, Poland
2.2August 14, 2019
Puszka. Bardzo pozytywne zaskoczenie. Najmniej wadliwy eurolager z próbowanych w czasie pięciodniowego spływu kajakowego. Najmniej wadliwy = najmniej jakichkolwiek…
Show more
CAN
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
3
Overall
8",LECH,Lech Premium
0,"pdog555(1,232)
🇺🇸United States
1.8July 22, 2019
Pours clear golden with a thick white head. Aroma of acerbic malt. Taste has honey, sweet malt and pilsen notes to it. Palate has the slightest hint of hops that I would consider…
Show more
Aroma
3
Appearance
1
Flavor
3
Mouthfeel
1
Overall
10",LECH,Lech Premium
1,"ametras(2,797)
🇨🇦Gatineau, Canada
2.2June 24, 2019
500ml can. Clear greenish blonde with a foamy white head. Flavors are cereals with fruity and stale notes. Light to medium body, moderate to good carbonation, smooth…
Show more
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",LECH,Lech Premium
2,"Suco(1,142)
🇪🇸Castellon, Spain
2.6June 11, 2019
Color amarillo dorado, cristalina. Dos dedos de espuma con retención media. Aroma discreto a cereal y cartón. Gusto ligero a cereal, maíz y un puntillo metálico, ligero amargor.…
Show more
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",LECH,Lech Premium
3,"PubRespek15(322)
🇳🇴Norway
2.6June 11, 2019
A light lager beer, this one is another refreshing brew from the lands of Poland. Best enjoyed when chilled strongly, and it is the best refreshing option because of its high levels of…
Show more
BOTTLE
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",LECH,Lech Premium
4,"datrael(1,249)
🇵🇱Krakow, Poland
1.8June 3, 2019
W aromacie trawiastość, nuty zbożowe. W smaku puste, bardzo nijakie, jakieś tam ważywka, trochę zbóż. Pijalność średnia, Ciężkawe. Ogólnie bardzo słabo
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
2
Overall
7",LECH,Lech Premium
5,"darioklc(933)
🇭🇷Karlovac, Croatia
1.6May 31, 2019
Ma dobro, teško da bi itko očekivao nešto više od ovakve pive. U rangu naših lagera, ali lijepo je tu i tamo popiti koju poljsku pivu!
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
2
Overall
5",LECH,Lech Premium
6,"panmalgosiak(70)
🇵🇱Wroclaw, Poland
1.2May 20, 2019
I drank this beer some time ago. Adding rating now from what I remember the taste of this beer was – light, nothing specific.
BOTTLE
Aroma
2
Appearance
2
Flavor
2
Mouthfeel
1
Overall
5",LECH,Lech Premium
7,"daniele(12,901)
🇮🇹Italy
2.3May 8, 2019
bottle oro limpida buona schiuma piuttosto persistente cereale cotto amaro contenuta tendenza dolce
Aroma
5
Appearance
3
Flavor
4
Mouthfeel
2
Overall
9",LECH,Lech Premium
8,"wilde_joost59(1,187)
🇳🇱Amsterdam, Netherlands
3.2April 6, 2019
Thuis uit een halve liter blik. Abv is 4,8%. Erg helder gele kleur, goed wit schuim. Zo in de zon in de tuin geen onaardig pilsje, niks bijzonder, maar ook niet slecht voor pils.
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
14",LECH,Lech Premium
9,"sportowiec2010(113)
🇵🇱Lublin, Poland
2.5March 8, 2019
Aromat: Delikatnie słodowy
Barwa: Lekko żółta, piana przez jakiś czas utrzymująca się na powierzchni…
Show more
CAN
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
9",LECH,Lech Premium
10,"kajser27(2,993)
🇭🇷Zagreb, Croatia
2.6March 2, 2019
Clear, golden colored, medium white head. Aroma is malty and grainy, light herbal grassy notes. Taste is medium- sweet malt, grains, light corn, some herbal grassy hops, light+…
Show more
CAN
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",LECH,Lech Premium
11,"Grisza77(1,607)
🇵🇱Poznań, Poland
2.2March 1, 2019
Jasnozłote, klarowne piwo o średniej pianie, która zdobi szkło i pozostaje do końca w formie pierścionka przy brzegu szkła. Aromat i smak nikły, słodowy. Goryczka niska. Ogólnie słab…
Show more
BOTTLE
Aroma
4
Appearance
4
Flavor
4
Mouthfeel
2
Overall
8",LECH,Lech Premium
12,"Goldbarren(3,666)
🇦🇹Vienna, Austria
1.3February 25, 2019
Von den zuletzt getrunkenen polnischen Industrie-Biere hat mir dieses am wenigsten geschmeckt, obwohl es mir vorkommt, das dies das bekannteste Bier Polens ist.…
Show more
CAN
Aroma
3
Appearance
2
Flavor
2
Mouthfeel
1
Overall
5",LECH,Lech Premium
13,"tomamisz(909)
🇵🇱Gdansk, Poland
1.8January 27, 2019
Co tu komentować... Typowy koncerniak, ani smaku ani zapachu ani wyglądu, ani chmielu... DMS za to zwyczajowo obecny... Nędza...
BOTTLE
Aroma
3
Appearance
2
Flavor
4
Mouthfeel
2
Overall
7",LECH,Lech Premium
14,"alexmate(628)
🇬🇧England
2.7January 18, 2019
ABV seems to have been lowered to 5%. Typical hoppy aroma. Carbonation is a bit too high. Taste is pretty good for a pale lager - hops, vegetal notes, grass and light malty…
Show more
CAN
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
2
Overall
11",LECH,Lech Premium
0,"koorchuck(2,507)
🇵🇱Nacpolsk, Poland
1.8January 10, 2019
Ocena wystawiona na podstawie wspomnień z degustacji w ramach uzupełnienia profilu.
BOTTLE
Aroma
3
Appearance
2
Flavor
4
Mouthfeel
2
Overall
7",LECH,Lech Premium
1,"caketm(3,306)
🇵🇱Czestochowa, Poland
2.2December 26, 2018
Butelka 0,5 litra. Pite bardzo dawno i bardzo dawno nie powtarzane, stąd brak szczegółów recenzji.
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",LECH,Lech Premium
2,"MaltoseScout21(275)
🇵🇱Poland
2.0August 5, 2019
Ocena wystawiona na podstawie wspomnień z degustacji w ramach uzupełnienia profilu.
Aroma
4
Appearance
2
Flavor
4
Mouthfeel
2
Overall
8",LECH,Lech Premium
3,"sparta(2,208)
🇪🇪Pärnu, Estonia
2.8November 17, 2018
Õlle on selline jook, et iga uus kord kui klaasi või pudeli suule tõstad, siis leiad midagi uut, sõltuvalt tuhandest-miljonist pisiasjast, mis hetke olukorda mõjutavad. Seega piirdun iga…
Show more
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
3
Overall
11",LECH,Lech Premium
4,"bigbywolf(856)
🇵🇱Slupsk, Poland
2.0November 6, 2018
Ocena w celu uzupełnienia profilu na ratebeer; by wiedzieć, czego unikać, a czego poszukiwać.
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
3
Overall
6",LECH,Lech Premium
