,맥주정보,검색이름,맥주이름,인덱스,편의점
0,"BrewExports56(0)
4.3January 2, 2021
I am not such an experienced beer drinker as some here.  I am a fan of German-style beers. I like to drink Weihenstephaner Tradition Bayrisch Dunkel, but Kozel is much less expensive beer  I gave…
Show more
Aroma
8
Appearance
4
Flavor
9
Mouthfeel
4
Overall
18",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
1,"mr_h(9,016)
🇬🇧Ayr, Scotland
3.1December 31, 2020
500ml (3.8%) shared with JohnRMurdoch & Kerr M on 12 Jul 2020, donated by JohnRMurdoch on 11 Jul 2020 (bb 30 Dec 2020): fruity, toffee aroma, very dark amber brown, bacon, bready, toffee…
Show more
CAN
Aroma
7
Appearance
3
Flavor
6
Mouthfeel
3
Overall
12",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
2,"lmojoh(3,128)
🇳🇴Tromsø, Norway
3.3January 8, 2021
Mørk amber med beige skum som varer. Aroma karamell malt sirup. Smak malt karamell noe frukt. Lett til middels fyldig, lett sødme og moderat bitter. Lett drikkelig. Boks fra Eide Handel
CAN
@ Mathuset Eide Handel
Aroma
6
Appearance
4
Flavor
7
Mouthfeel
3
Overall
13",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
3,"egajdzis(8,446)
🇺🇸Pennsburg, United States
3.6December 7, 2020
Chestnut brown color with a medium tan head that left nice lacing on the glass. Roasted malts, chocolate, toffee, semi sweet finish.
CAN
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
4
Overall
14",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
4,"NikitaDE(205)
🇩🇪Flensburg, Germany
3.5November 18, 2020
This beer is will not only known in East Europe but also in Germany and they appreciate the style and aroma of this beer. Very caramel, sweet, wood, roasted malts. Very soft carbonation, easy and…
Show more
BOTTLE
Aroma
5
Appearance
4
Flavor
8
Mouthfeel
3
Overall
15",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
5,"excess(144)
🇵🇱Poland
3.0October 28, 2020
O jak fajnie, kawowo / how nicely, coffee / wzięte przez pomyłkę z półki sklepowej, myślałem że to jasny kozel / taken by mistake from the shelf, thought it would be regular lager / mile zaskoczeni…
Show more
CAN
Aroma
5
Appearance
3
Flavor
7
Mouthfeel
3
Overall
12",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
6,"BarrelMonger107(244)
🇬🇷Greece
4.0September 22, 2020
Really impressive beer from ""Chech Republic"" and automatically became my favorite from the Czech Republic. Before try this beer i never imagine it's 3.8% abv and that suprised me.…
Show more
Aroma
7
Appearance
5
Flavor
7
Mouthfeel
4
Overall
17",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
7,"Fafnoscie(415)
🇵🇱Poland
3.0September 16, 2020
Piwo ciemnobrązowe z niewielką ale gęstą pianą. W zapachu słodkie. W smaku również słodkie. Lekko lepkie (pewnie jakiś karmel) ale też nieco wodniste. Mocno nasycone. ""Ok"" jak na…
Show more
BOTTLE
Aroma
6
Appearance
4
Flavor
6
Mouthfeel
3
Overall
11",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
8,"BreweryTickers18(117)
🇵🇱Poland
3.8September 12, 2020
Bardzo leciutki jak na ciemne, troszkę zbyt słodkawy. Wali czymś dziwnie. Użyłem jako aperitif do czipsów xd Speecyficzny, karmelowy posmak który nie jest mdły i nie przesadzony za co…
Show more
BOTTLE
Aroma
9
Appearance
3
Flavor
7
Mouthfeel
5
Overall
14",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
9,"weizen-slayer(479)
🇩🇪Passau, Germany
2.5August 25, 2020
Velké Popovice Kozel - den Namen muss man sich erst mal auf der deutschen Zunge zergehen lassen. Dunkles Bier, dunkler Schaum. Geruch nach Traubensaft. Geschmacklich findet man Malz,…
Show more
CAN
Aroma
4
Appearance
4
Flavor
4
Mouthfeel
3
Overall
10",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
10,"miggle(583)
🇩🇪Fürth, Germany
2.8August 24, 2020
Dark brown colour, medium head. Taste has grains and light roasted malt. Sweet start paired with a light bitterness. Average.
BOTTLE
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
3
Overall
11",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
11,"MatiF96(1,054)
🇵🇱Poland
3.0August 16, 2020
Brunatne z beżową pianą. Niezbyt intensywny aromat, karmel i przypieczona skórka od chleba. W smaku to samo, lekka słodowa słodycz i ciut kawy zbożowej. Wodniste, pozostaje tylko leciutki…
Show more
BOTTLE
Aroma
5
Appearance
4
Flavor
6
Mouthfeel
2
Overall
13",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
12,"Misomor(11)
🇷🇸Serbia
3.2August 4, 2020
Pours brown with a lught yellow uneven head, low carbonation.
Aroma of yeast and light roast.
Light body, yeast, coffee, little caramel, no carbonation, nice…
Show more
CAN
Aroma
6
Appearance
2
Flavor
6
Mouthfeel
3
Overall
15",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
13,"Julix(139)
🇵🇱Brwinów, Poland
2.9August 28, 2020
Uzupełnienie profilu, pite ładnych parę lat temu:
Bardzo płaskie, wodniste piwo. Nie jestem fanką
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
14,"Kiezmar(2,550)
🇵🇱Krakow, Poland
3.1July 21, 2020
Zwykły, lekki, taka zabarwiona na ciemno woda, trochę jak rozwodniona cocacola.
TAP
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
13",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
15,"drobimir(99)
🇲🇪Montenegro
2.2July 4, 2020
Pours a clear dark brown with brown head, malty / bready aroma, sweet taste with residual bitterness,…
Show more
BOTTLE
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
3
Overall
8",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
16,"blankboy(9,000)
🇨🇦Toronto, Canada
3.3July 4, 2020
[Can (500ml)] Pours a deep, dark amber with an average size mostly-lasting frothy beige head. No lacing.…
Show more
CAN
Aroma
7
Appearance
4
Flavor
6
Mouthfeel
3
Overall
13",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
17,"lkowalkowski(1,318)
🇵🇱Poland
3.1June 25, 2020
Brunatnej barwy, klarowne.
Piana opada, zostawia ślad na szkle.
W aromacie nuty spalone, karmel,…
Show more
BOTTLE
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
13",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
18,"DejanSt(1,743)
🇸🇰Trencin, Slovakia
3.6June 24, 2020
Plechovka z Tesca. Sladkasta silna mierne kakaova vona. Husta pena tmava farba. Chut sladkasta mierne…
Show more
CAN
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
4
Overall
14",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
19,"aydeedoms(35)
3.8June 3, 2020
Lovely dark beer. Produces a good head. Perhaps a little too sweet. Not at all heavy!
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
20,"GreenCat(514)
🇸🇮Slovenia
3.0May 30, 2020
0,5 l can. Pours dark copper with small beige head. Aroma of roasted malt, caramel. Taste is light sweet…
Show more
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
2
Overall
13",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
21,"simontomlinson(3,325)
🇬🇧England
3.1May 24, 2020
Tight foamy light brown head left a cover on a ruby brown still body.
Sweet malt aroma.…
Show more
CAN
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
13",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
22,"dantomlinson(1,455)
🇬🇧Blackburn, England
2.6May 24, 2020
Dark copper appearance. Aroma is malt and caramel. Flavour is malt, caramel, metallic and bitter.
CAN
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
2
Overall
11",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
23,"klukas(843)
🇭🇷Rijeka, Croatia
3.0May 2, 2020
Enjoyed: Poured from both bottle and can, each into mug. 
Appearance: Black colour with…
Show more
BOTTLE
Aroma
6
Appearance
3
Flavor
7
Mouthfeel
3
Overall
11",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
24,"SNL(1,075)
🇩🇰Denmark
2.8April 30, 2020
Bottle. 
Dark brown hazy pour, tiny white head.…
Show more
Aroma
4
Appearance
4
Flavor
5
Mouthfeel
3
Overall
12",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
25,"BubbleTicks26(203)
🇦🇺Newcastle, Australia
2.7March 14, 2020
Poured from a bottle into a tulip glass.  Pours a dark brown, almost black with a beige head that…
Show more
BOTTLE
Aroma
4
Appearance
2
Flavor
6
Mouthfeel
3
Overall
12",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
26,"esen1a(662)
🇵🇱Legionowo, Poland
2.6March 12, 2020
Piana beżowa,średnio pęcherzykowata. Barwa brązowa klarowna. W aromacie chleb, dms.…
Show more
BOTTLE
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
27,"TomHendriksen(4,139)
🇳🇱Netherlands
3.2March 8, 2020
Fles geprobeerd bij JoranM. Het heeft een donker roodbruine kleur met een medium beige schuimkraag. De…
Show more
BOTTLE
Aroma
7
Appearance
3
Flavor
7
Mouthfeel
3
Overall
12",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
28,"Schlumpfhunter(325)
🇩🇪Germany
1.6March 6, 2020
Farbe: dunkelbraun.
Schaum: gut, beständig
Nase: nicht viel, bisschen röstmalz.…
Show more
CAN
Aroma
3
Appearance
4
Flavor
2
Mouthfeel
2
Overall
5",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
29,"Cool_Bond(4,504)
🇸🇪KUNG_AV_OL @ Instagram, Sweden
2.8January 5, 2020
Burnt malt and caramel in taste and aroma. Good bitterness that fills the upper part of the mouth for a good…
Show more
BOTTLE
Aroma
5
Appearance
4
Flavor
5
Mouthfeel
3
Overall
11",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
30,"siara93(464)
🇵🇱RymanÃ³w ZdrÃ³j, Poland
3.5December 24, 2019
Ocena wystawiona na podstawie wspomnien, piwo zakupione na terenie Czech, butelkowane.
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
3
Overall
14",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
31,"Roger60(354)
3.5December 21, 2019
Jul 2019. Möjligen beställning. Svart med fin arom. Lite knäckigt och malttonen balanserar fint. Bra dunkel.
Aroma
6
Appearance
4
Flavor
7
Mouthfeel
4
Overall
14",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
32,"ruramikael(271)
🇸🇪Sweden
3.2December 12, 2019
Beautiful dark brown with white head. Sweet aroma,  taste a bit thin, could have lasted longer.
BOTTLE
Aroma
6
Appearance
5
Flavor
6
Mouthfeel
3
Overall
12",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
33,"MeadTickers36(152)
🇬🇷Athens, Greece
2.9December 4, 2019
I know it's a different style, but its aroma and flavour remind me of Kasteel Donker - though they're a bit…
Show more
BOTTLE
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
3
Overall
12",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
34,"olsvammel(7,995)
🇸🇪Örebro, Sweden
3.5December 1, 2019
Bottle from Systembolaget. Malty and bready smell with some caramel. Similar taste. Clean and drinkable.
Aroma
6
Appearance
4
Flavor
7
Mouthfeel
4
Overall
14",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
35,"Samuel214(3,806)
🇸🇪Örebro, Sweden
3.2December 1, 2019
Burk från Tjeckien. Mörk brunfärgad med krämbeige krona. Maltsötma, råg, sirapslimpa, russin, marsipan,…
Show more
Aroma
6
Appearance
3
Flavor
7
Mouthfeel
4
Overall
12",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
36,"AleGuru2(265)
🇳🇱Houten, Netherlands
2.6November 26, 2019
Soms kom je tot de ontdekking dat wat er heel lekker uitziet, dat niet perse hoeft te zijn. Bier heeft hinten…
Show more
TAP
Aroma
3
Appearance
4
Flavor
4
Mouthfeel
3
Overall
12",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
37,"SVD(3,983)
🇳🇱Netherlands
3.4November 23, 2019
Dark reddish brown, small, aroma is malt, fruit, caramel, raisins, taste is the same. Not bad
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
16",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
38,"pityu(911)
🇭🇺Budapest, Hungary
2.6November 21, 2019
Bottled. Clear brown colour, thin beige head, fair retention. Light roasted malt aromas with some…
Show more
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
3
Overall
11",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
39,"OminouSC2(2,475)
🇸🇪Mora, Sweden
3.1November 21, 2019
Brown color, small beige head. Aromas of malt, caramel, bread and dried fruit. Taste of malt, bread, nuts…
Show more
BOTTLE
Aroma
7
Appearance
4
Flavor
5
Mouthfeel
3
Overall
12",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
40,"Vignale(5,830)
🇸🇪Malmö, Sweden
3.3November 17, 2019
Flaska från SB. Julöl 2019. Mahognyfärgad med medelhögt smutsvitt skum. Söt lite nötig och…
Show more
Aroma
7
Appearance
3
Flavor
7
Mouthfeel
3
Overall
13",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
41,"ricardostercios(1,155)
🇪🇸Castelló de la Plana, Spain
2.8November 6, 2019
Color marrón oscuro casi negro, con reflejos granates, sin turbiedad, translúcida. Espuma beige de dos…
Show more
BOTTLE
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
3
Overall
11",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
42,"Mortlach(4,155)
🇮🇹Rome, Italy
2.5October 31, 2019
On tap @Lockness Pub (Rome). Bruna con schiuma avorio abbondante, non molto persistente.…
Show more
TAP
Aroma
4
Appearance
4
Flavor
5
Mouthfeel
3
Overall
9",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
43,"MeadChecker30(88)
🇭🇷Vinkovci, Croatia
1.5October 20, 2019
Watery, sweetish taste.
Weak aroma.…
Show more
CAN
Aroma
4
Appearance
2
Flavor
2
Mouthfeel
2
Overall
5",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
44,"ueptergupta(22)
2.7October 16, 2019
слаб мирис и вкус на препечен малц, слабо горчива, пяната е не особено трайна, но все пак…
Show more
CAN
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
3
Overall
10",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
45,"smakosz1993(1,154)
🇵🇱Slupsk, Poland
2.6October 14, 2019
Ocena wystawiona na podstawie wspomnień z wcześniejszej degustacji tego piwa
BOTTLE
Aroma
4
Appearance
3
Flavor
5
Mouthfeel
3
Overall
11",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
46,"kolemkoukolem(2,214)
🇨🇿Pilsen, Czech Republic
2.7September 30, 2019
# 263; 3/2016. Velmi sladký typ českého tmavého ležáku. V chuti dominuje med doplněný o jemné…
Show more
BOTTLE
Aroma
6
Appearance
3
Flavor
5
Mouthfeel
2
Overall
11",Kozel Dark 10,Kozel Černý (Dark) 10°,39,CU GS25 7/11 ministop
