,맥주정보,검색이름,맥주이름,인덱스,편의점
0,"Max93600(173)
🇫🇷Mérignac, France
3.0April 9, 2020
Sympathique bière, mais sans plus. Goût commun. Pas une surprise malheureusement !
TAP
@ Cafe La Tour
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
12",Suntory The Premium Malt's,Suntory The Premium Malt's,24,CU GS25 7/11 ministop
1,"AnonUser54728(2,851)
4.5January 4, 2020
A clean, crisp pale lager, but with a surprising and very pleasant hop bitterness. Nice floral notes.
Aroma
8
Appearance
4
Flavor
10
Mouthfeel
5
Overall
18",Suntory The Premium Malt's,Suntory The Premium Malt's,24,CU GS25 7/11 ministop
2,"hens(806)
🇪🇪Tallinn, Estonia, Estonia
2.3November 4, 2019
0.5L can. Thanks to coworker. Clear yellow color with medium foam on top. Foam disappears very quickly. Light yeast aroma. Watery taste at first what is turns medium hops and malt taste. Finish is nice bitter. Drinkable beer.
CAN
Aroma
3
Appearance
2
Flavor
5
Mouthfeel
3
Overall
10",Suntory The Premium Malt's,Suntory The Premium Malt's,24,CU GS25 7/11 ministop
3,"bladerunner53(18)
🇳🇱Netherlands
2.9October 26, 2019
19 oktober 2019. Nagoya restaurant. Lekkerste bier tot nu toe in Japan. Veel smaak voor Aziatisch bier.…
Show more
TAP
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Suntory The Premium Malt's,Suntory The Premium Malt's,24,CU GS25 7/11 ministop
4,"mansquito(11,545)
🇺🇸Nueva York, United States
2.5September 8, 2019
Toriton, Honolulu: pours gold with a white head. Aroma is grainy, sugary malts. Taste is grainy and pretty sweet. Easy to drink, but bland.
TAP
Aroma
4
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",Suntory The Premium Malt's,Suntory The Premium Malt's,24,CU GS25 7/11 ministop
5,"Inbreak(9,623)
🇳🇴Loddefjord, Norway
2.4August 11, 2019
11.08.2019, tap @ Afuri Ramen, Lumine 1 Shinjuku:

Nice fizzy-creamy mediumlasting head, slightly cloudy straw colored. Aroma is…
Show more
Aroma
5
Appearance
4
Flavor
4
Mouthfeel
3
Overall
8",Suntory The Premium Malt's,Suntory The Premium Malt's,24,CU GS25 7/11 ministop
6,"caribou43(2,201)
🇨🇭Lausanne, Switzerland
3.1June 24, 2019
From one Japanese grocery, at Paris. Rating and thinking about this beer at home, in Epalinges. Better than the Saigon export, it sounds what it should have to be a real lager, malty, bready, rather dry, a bit water and basic hop, the mouthfeel is ok. Gold…
Show more
CAN
Aroma
6
Appearance
3
Flavor
7
Mouthfeel
3
Overall
12",Suntory The Premium Malt's,Suntory The Premium Malt's,24,CU GS25 7/11 ministop
7,"agent_persik(932)
🇪🇪Tallinn, Estonia
2.5May 17, 2019
Golden color, small head. Aroma of malt and grassy hops. Dry sweet taste with light bitterness in finish. Typical pale lager, drinkable.
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
3
Overall
10",Suntory The Premium Malt's,Suntory The Premium Malt's,24,CU GS25 7/11 ministop
8,"RuneStumo(3,260)
🇳🇴Haugesund, Norway
1.8March 31, 2019
30.03.2019. 0,35l Can. Japan Centre, London. Yellow colour with white head. Aroma and flavours of sweet corn and grain. Low on bitterness. Not good.
CAN
Aroma
4
Appearance
3
Flavor
3
Mouthfeel
2
Overall
6",Suntory The Premium Malt's,Suntory The Premium Malt's,24,CU GS25 7/11 ministop
9,"rotaman14(1,785)
🇵🇱Bielsko-Biala, Poland
1.6March 15, 2019
Standard pale lager with almost no aroma at all. Slightly unpleasant chemical aftertaste
Aroma
2
Appearance
2
Flavor
3
Mouthfeel
3
Overall
6",Suntory The Premium Malt's,Suntory The Premium Malt's,24,CU GS25 7/11 ministop
