,맥주정보,검색이름,맥주이름,인덱스,편의점
0,"ResinousMaestro55(152)
🇬🇧Hampton, England
2.5January 16, 2021
Fizzy, frothy, pale gold in colour with a thin white foam. Taste is clean and crisp, refreshing with no dominant flavours.
BOTTLE
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
9",San Miguel,San Miguel,11,CU 7/11
1,"nimbleprop(11,872)
🇺🇸Southeast, Washington, United States
2.5February 9, 2020
Lots of pitchers at Howzat, pours a clear gold with lots of rocky white head.  Nose is OK, malt, corn, grass, some metal.  Flavor isn't terrible, malt, candy, corn, a little treacle.  Watery finish.
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
2
Overall
10",San Miguel,San Miguel,11,CU 7/11
2,"troopie(4,149)
🇺🇸Munchen an der Willamette, United States
1.3June 14, 2019
Bottle from friend.  Almost no aroma.  Gold body with almost no head.  Light malty flavour with metallic finish.  Bottle wasn't shipped properly.
BOTTLE
Aroma
2
Appearance
3
Flavor
3
Mouthfeel
1
Overall
4",San Miguel,San Miguel,11,CU 7/11
3,"BubbleTamer35(1)
1.9May 29, 2019
Strong tasting lager with grotesque after taste that lingers.…
Show more
BOTTLE
Aroma
2
Appearance
4
Flavor
3
Mouthfeel
4
Overall
6",San Miguel,San Miguel,11,CU 7/11
4,"vladeath(1,850)
🇷🇺Russia
2.1August 13, 2019
The aroma is weak sweetish a little grass ..
The taste is malt empty, the bitterness of hops is weak .. Euro lager
BOTTLE
Aroma
4
Appearance
2
Flavor
4
Mouthfeel
2
Overall
9",San Miguel,San Miguel,11,CU 7/11
5,"NobleLegion22(3)
2.2February 28, 2019
Gross if you're in the Philippines, light better, If you want to get trashed Red Horse
Aroma
4
Appearance
2
Flavor
5
Mouthfeel
2
Overall
9",San Miguel,San Miguel,11,CU 7/11
6,"TomHendriksen(4,139)
🇳🇱Netherlands
2.6November 13, 2018
Fles thuis geprobeerd met LiekevdV. Het is een goudgeel bier met een dun laagje wit schuim. Het heeft een moutige geur en smaak. Beetje rijst achtig.
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
2
Overall
11",San Miguel,San Miguel,11,CU 7/11
7,"mejustja(461)
🇵🇱Poland
1.8November 12, 2018
Zapach: chmiel, kwaskowy, delikatnie biszkopt
Kolor: złoty…
Show more
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
2
Overall
8",San Miguel,San Miguel,11,CU 7/11
8,"m_kennedy(243)
🇫🇷France
1.9August 19, 2018
Buteille 33cl…
Show more
Aroma
3
Appearance
4
Flavor
3
Mouthfeel
2
Overall
7",San Miguel,San Miguel,11,CU 7/11
9,"drfabulous(13,196)
🇺🇸Lexington, United States
2.5July 28, 2018
12 ounce can on a plane. Nothing special here. Same old plain tasteless or slightly sweet cheap lager.
Aroma
5
Appearance
2
Flavor
2
Mouthfeel
3
Overall
13",San Miguel,San Miguel,11,CU 7/11
10,"mishi_d(578)
🇷🇴Timisoara, Romania
2.0June 27, 2018
Clear gold yellow color with small white head, grainy aroma, taste of ordinary lager.
Aroma
3
Appearance
2
Flavor
4
Mouthfeel
3
Overall
8",San Miguel,San Miguel,11,CU 7/11
11,"haldex(89)
2.0June 10, 2018
Pas trop mauvaise pour une bière commerciale. Largement au dessus de la HK!
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",San Miguel,San Miguel,11,CU 7/11
12,"buki(1,084)
🇵🇱Otwock, Poland
1.4April 30, 2018
Pite wielokrotnie podczas ostatniego wyjazdu ma Majorkę. Za wiele nie ma o czym tu pisać. Smak wody + przeszkadzająca ziołowo-krzaczkowa goryczka. Wypicie więcej niż jednego to osiągnięcie.
Aroma
4
Appearance
2
Flavor
2
Mouthfeel
2
Overall
4",San Miguel,San Miguel,11,CU 7/11
13,"Salian(1,170)
🇬🇧Sale, England
1.9March 10, 2018
Full, lacks flavour, aroma, dryness and body. Pale gold, limited head, fizzy and not very nice.
Aroma
3
Appearance
3
Flavor
4
Mouthfeel
2
Overall
7",San Miguel,San Miguel,11,CU 7/11
14,"llkc(4,050)
🇩🇰århus, Denmark
1.3November 11, 2017
Duft trist kedelig duft nejs og vådt korn, lime citrus svag lime blade boder malt sød eftersmag
Aroma
2
Appearance
3
Flavor
3
Mouthfeel
1
Overall
4",San Miguel,San Miguel,11,CU 7/11
15,"Mariox(735)
🇵🇱Warsaw, Poland
1.6October 15, 2017
Backlog, ocena wystawiona na podstawie wspomnień z degustacji oraz przepisana z profilu na Untappd. Bardzo słabe piwo
Aroma
3
Appearance
3
Flavor
2
Mouthfeel
2
Overall
6",San Miguel,San Miguel,11,CU 7/11
16,"ThreeCats(1,136)
🇨🇿Czech Republic
3.3October 10, 2017
Beautiful gold color with a creamy head. Aroma grainy, yeasty, touch of corn. Taste clean and refreshing, with a definite corn note. Good…
Show more
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
3
Overall
12",San Miguel,San Miguel,11,CU 7/11
17,"immunitycheater(123)
🇵🇱Krakow, Poland
1.1July 28, 2017
WARKA: 10/10/2018.…
Show more
Aroma
2
Appearance
1
Flavor
2
Mouthfeel
1
Overall
5",San Miguel,San Miguel,11,CU 7/11
18,"gripweed57(4,859)
🇺🇸Hamilton Square, United States
3.0July 14, 2017
From old tasting notes. Clear pale yellow gold color with lots of small bubbles and a slightly small white head. Sour malt aroma. Foretaste is…
Show more
Aroma
7
Appearance
3
Flavor
6
Mouthfeel
3
Overall
11",San Miguel,San Miguel,11,CU 7/11
19,"Asing1950(4)
5.0June 19, 2017
The San Miguel from the Philippines is by far the best! The colour of the beer is great and the flavour is very satisfying!!!…
Show more
Aroma
10
Appearance
5
Flavor
10
Mouthfeel
5
Overall
20",San Miguel,San Miguel,11,CU 7/11
20,"bigbywolf(856)
🇵🇱Slupsk, Poland
2.5May 29, 2017
Uzupełnienie profilu, archaiczna ocena sprzed czasów założenia konta na ratebeer.
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
9",San Miguel,San Miguel,11,CU 7/11
21,"hauxe(2,563)
🇩🇪Butzbach, Germany
1.4May 17, 2017
Bottle with the label ’produced’ and ’bottled in the Phillipines’ as well as the import tag. 5%ABV. Purchased at an Asia shop in Frankfurt, German…
Show more
Aroma
2
Appearance
3
Flavor
2
Mouthfeel
2
Overall
5",San Miguel,San Miguel,11,CU 7/11
22,"JulienHuxley(6,219)
🇨🇦Sherbrooke, Canada
2.2May 11, 2017
Bottle at a Filipino restaurant in St Louis. Clear pale gold. Aroma is stale, dusty, honey malt. Taste is light, watery, stale. Dull pils.
Aroma
5
Appearance
3
Flavor
4
Mouthfeel
2
Overall
8",San Miguel,San Miguel,11,CU 7/11
23,"ehaak26(837)
🇺🇸Rochester, United States
1.0April 30, 2017
Bottle from Liquor Barn. Aroma and taste of a cheap macro lager. I’d rather drink a Blue Light if that’s what I’m looking for.
Aroma
2
Appearance
1
Flavor
2
Mouthfeel
1
Overall
4",San Miguel,San Miguel,11,CU 7/11
24,"DocJitsu(2,546)
🇺🇸Pensacola, United States
2.7April 13, 2017
Green grape, corn, and sorghum nose. Subdued flavor. The sorghum comes through most prominently. Corn and light tart fruit are noted…
Show more
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
3
Overall
12",San Miguel,San Miguel,11,CU 7/11
25,"Wischylini(424)
🇨🇿Praha, Czech Republic
0.5April 6, 2017
Appearance Pale yellow, minimal white head…
Show more
Aroma
1
Appearance
1
Flavor
1
Mouthfeel
1
Overall
1",San Miguel,San Miguel,11,CU 7/11
26,"mtitov(217)
🇷🇺Moscow, Russia
2.6March 29, 2017
Вкусное и не дорогое пиво. Но совершенно без алкоголя. Можно пить с утра до ночи
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
10",San Miguel,San Miguel,11,CU 7/11
