,맥주정보,검색이름,맥주이름,인덱스,편의점
0,"TBone(23,237)
🇫🇮Pori, Finland
1.4June 26, 2018
Can 355ml (in Jeju). Golden colour, vanishing head. Sweer malty, grainy, plasticky aroma. Light-bodied. Flavour is similar... sweet malty, plasticky, fizzy. Industrial.
Aroma
2
Appearance
2
Flavor
2
Mouthfeel
2
Overall
6",dry finish,Hite D (Dry Finish),15,CU GS25 7/11 ministop
1,"mile(4,635)
🇫🇮Helsinki, Finland
1.4March 30, 2018
Can. Light golden, small and mostly diminishing head. Light, malty - some corn and lightly sweetish aroma, faint cardboard and metal. Body is light, malty - light corn and lightly sweetish flavor, light cardboard and faint hoppyness, faint metal. Finish is short…
Show more
Aroma
2
Appearance
2
Flavor
3
Mouthfeel
2
Overall
5",dry finish,Hite D (Dry Finish),15,CU GS25 7/11 ministop
2,"yy0pp(1,664)
2.4November 18, 2017
Bottle. Clear golden color with small white head. Aroma - Bread, malt, metal. Taste - Sweet, grass, grain, bread, malt.
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
2
Overall
11",dry finish,Hite D (Dry Finish),15,CU GS25 7/11 ministop
3,"Erzengel(12,957)
🇩🇪Saarland, Germany
1.8April 24, 2017
Can in Seoul. Smooth neutral beginning. Moderate dry neutral with bitter hints. Dusty grainy with a neutral light bitterness.
Aroma
2
Appearance
4
Flavor
2
Mouthfeel
4
Overall
6",dry finish,Hite D (Dry Finish),15,CU GS25 7/11 ministop
4,"Cantabrian(1,207)
🇦🇺Christchurch NZ, now Brisbane, Australia
1.4January 14, 2017
There isn’t much I can say about this. Once you get that whiff of decaying food in an old fridge, you can get the level of beer you will be drinking.
Aroma
2
Appearance
3
Flavor
3
Mouthfeel
1
Overall
5",dry finish,Hite D (Dry Finish),15,CU GS25 7/11 ministop
5,"JaKeAFC(1,745)
🇮🇹Italy
1.3May 9, 2016
35 cl can from a store in Gangnam, Seoul. Clear, light yellow color quickly dissipating bubbly white head. Wet papers and syrupy grains, unmalted stuff and booze. I wonder what dry yeast is. Thin body, the finish is indeed quite dry and a bit refreshing, but this…
Show more
Aroma
3
Appearance
1
Flavor
3
Mouthfeel
2
Overall
4",dry finish,Hite D (Dry Finish),15,CU GS25 7/11 ministop
6,"Arek(1,330)
🇵🇱Wroclaw, Poland
2.7August 14, 2015
Bottle 0.5 l, Carrefour, Wrocław, Poland.…
Show more
Aroma
5
Appearance
3
Flavor
6
Mouthfeel
3
Overall
10",dry finish,Hite D (Dry Finish),15,CU GS25 7/11 ministop
7,"GoufCustom(2,895)
🇭🇰Hong Kong
1.5July 29, 2015
330 ml can bought at magstore in Nathan Road, Jordan.…
Show more
Aroma
3
Appearance
3
Flavor
3
Mouthfeel
1
Overall
5",dry finish,Hite D (Dry Finish),15,CU GS25 7/11 ministop
8,"Mister_Li(2,639)
🇩🇪Germany
2.2July 19, 2015
Klares goldgelb mit wenig Schaum. Leicht würzig, leicht bitterer Nachgeschmack, etwas dünn.
Aroma
4
Appearance
2
Flavor
5
Mouthfeel
2
Overall
9",dry finish,Hite D (Dry Finish),15,CU GS25 7/11 ministop
9,"waiake(606)
🇳🇿Auckland, New Zealand
2.2April 2, 2015
330ml bottle poured pale gold with a decent fluffy head & a mild grainy aroma the taste is crisp watery slightly bitter & sort of dry
Aroma
3
Appearance
3
Flavor
4
Mouthfeel
2
Overall
10",dry finish,Hite D (Dry Finish),15,CU GS25 7/11 ministop
